,County,State,similarity_index,
1594,"FondduLac, WI",WISCONSIN,0.845466957,
1595,"EauClaire, WI",WISCONSIN,0.845433826,
1596,"Henderson, IL",ILLINOIS,0.845410518,
1597,"Itasca, MN",MINNESOTA,0.84535545,
1598,"Anoka, MN",MINNESOTA,0.845324713,
1599,"Howell, MO",MISSOURI,0.845318706,
1600,"Cedar, MO",MISSOURI,0.845314191,
1601,"Franklin, KS",KANSAS,0.845311688,
1602,"Tippah, MS",MISSISSIPPI,0.845290964,
1603,"Butte, SD",SOUTHDAKOTA,0.84526918,
1604,"Bayfield, WI",WISCONSIN,0.845267708,
1605,"Montague, TX",TEXAS,0.845232246,
1606,"Winnebago, WI",WISCONSIN,0.845187449,
1607,"Pike, AR",ARKANSAS,0.845141246,
1608,"Marion, OH",OHIO,0.845141002,
1609,"Camden, NC",NORTHCAROLINA,0.84508485,
1610,"Oceana, MI",MICHIGAN,0.845070215,
1611,"Mills, TX",TEXAS,0.845058973,
1612,"Henderson, KY",KENTUCKY,0.845043362,
1613,"Nassau, FL",FLORIDA,0.845030247,
1614,"Lycoming, PA",PENNSYLVANIA,0.844992612,
1615,"Outagamie, WI",WISCONSIN,0.84494889,
1616,"Jackson, WI",WISCONSIN,0.844879239,
1617,"Cottle, TX",TEXAS,0.844822364,
1618,"Doniphan, KS",KANSAS,0.844819889,
1619,"Graham, KS",KANSAS,0.844778438,
1620,"Poweshiek, IA",IOWA,0.844726827,
1621,"Lane, KS",KANSAS,0.844717392,
1622,"St.Clair, MI",MICHIGAN,0.844687527,
1623,"Madison, KY",KENTUCKY,0.844667883,
1624,"Marshall, TN",TENNESSEE,0.844639411,
1625,"Barry, MO",MISSOURI,0.844627138,
1626,"Defiance, OH",OHIO,0.844582592,
1627,"Renville, MN",MINNESOTA,0.844568485,
1628,"Audrain, MO",MISSOURI,0.844522487,
1629,"Northumberland, PA",PENNSYLVANIA,0.844492338,
1630,"Oregon, MO",MISSOURI,0.844483855,
1631,"Towner, ND",NORTHDAKOTA,0.844417329,
1632,"Sevier, UT",UTAH,0.844407961,
1633,"Cayuga, NY",NEWYORK,0.844389815,
1634,"Morton, ND",NORTHDAKOTA,0.844384199,
1635,"Warren, NJ",NEWJERSEY,0.844360085,
1636,"Edwards, KS",KANSAS,0.844336543,
1637,"Franklin, PA",PENNSYLVANIA,0.844321617,
1638,"Union, OR",OREGON,0.844317912,
1639,"Swift, MN",MINNESOTA,0.844312814,
1640,"Perry, AR",ARKANSAS,0.844311765,
1641,"Latah, ID",IDAHO,0.844279605,
1642,"Roane, TN",TENNESSEE,0.844254631,
1643,"Franklin, IL",ILLINOIS,0.844250371,
1644,"Hardin, TX",TEXAS,0.844240197,
1645,"Platte, MO",MISSOURI,0.844209196,
1646,"Fergus, MT",MONTANA,0.844204626,
1647,"Jackson, IN",INDIANA,0.844156329,
1648,"Clinton, MO",MISSOURI,0.844142243,
1649,"Sevier, TN",TENNESSEE,0.844127421,
1650,"Alcorn, MS",MISSISSIPPI,0.844106452,
1651,"Branch, MI",MICHIGAN,0.844090558,
1652,"Cimarron, OK",OKLAHOMA,0.844054692,
1653,"Benton, MO",MISSOURI,0.844045025,
1654,"Stafford, VA",VIRGINIA,0.84400954,
1655,"DeerLodge, MT",MONTANA,0.844005192,
1656,"Monroe, MI",MICHIGAN,0.843971378,
1657,"Randolph, IL",ILLINOIS,0.843964073,
1658,"McDowell, WV",WESTVIRGINIA,0.843942776,
1659,"Jackson, GA",GEORGIA,0.843921975,
1660,"Parker, TX",TEXAS,0.843890081,
1661,"Jefferson, WA",WASHINGTON,0.843887857,
1662,"Mitchell, KS",KANSAS,0.843838531,
1663,"Harris, GA",GEORGIA,0.843803455,
1664,"Cullman, AL",ALABAMA,0.843784668,
1665,"Schuylkill, PA",PENNSYLVANIA,0.843723327,
1666,"Kendall, IL",ILLINOIS,0.843707507,
1667,"Sullivan, PA",PENNSYLVANIA,0.843693174,
1668,"Hancock, GA",GEORGIA,0.843686794,
1669,"Iroquois, IL",ILLINOIS,0.843686047,
1670,"Lake, OH",OHIO,0.843672521,
1671,"Richland, MT",MONTANA,0.843650627,
1672,"Otsego, NY",NEWYORK,0.843631877,
1673,"Humphreys, MS",MISSISSIPPI,0.843617088,
1674,"Shoshone, ID",IDAHO,0.843573541,
1675,"Livingston, IL",ILLINOIS,0.84352721,
1676,"Franklin, IA",IOWA,0.843511835,
1677,"Crawford, IL",ILLINOIS,0.843497032,
1678,"Cass, MO",MISSOURI,0.84348981,
1679,"Chittenden, VT",VERMONT,0.843464437,
1680,"Harrison, WV",WESTVIRGINIA,0.843462486,
1681,"Fulton, IL",ILLINOIS,0.843459314,
1682,"Ross, OH",OHIO,0.843458166,
1683,"Stutsman, ND",NORTHDAKOTA,0.843433103,
1684,"Rockwall, TX",TEXAS,0.843366752,
1685,"Washington, ME",MAINE,0.843364651,
1686,"Garza, TX",TEXAS,0.843346428,
1687,"Sandusky, OH",OHIO,0.843322166,
1688,"Mellette, SD",SOUTHDAKOTA,0.84330182,
1689,"Mills, IA",IOWA,0.843287271,
1690,"Montour, PA",PENNSYLVANIA,0.843262283,
1691,"Jackson, AL",ALABAMA,0.843197021,
1692,"BoxButte, NE",NEBRASKA,0.843181312,
1693,"Clay, AL",ALABAMA,0.843170194,
1694,"Muskingum, OH",OHIO,0.843161297,
1695,"Stevens, WA",WASHINGTON,0.843161265,
1696,"Ottawa, MI",MICHIGAN,0.843124099,
1697,"Wheatland, MT",MONTANA,0.843067565,
1698,"Windham, VT",VERMONT,0.843059133,
1699,"Perry, AL",ALABAMA,0.843051957,
1700,"Bucks, PA",PENNSYLVANIA,0.843048663,
1701,"Cumberland, PA",PENNSYLVANIA,0.843031295,
1702,"Douglas, OR",OREGON,0.843010293,
1703,"Yankton, SD",SOUTHDAKOTA,0.843009501,
1704,"Nelson, VA",VIRGINIA,0.842948802,
1705,"Howard, MO",MISSOURI,0.842945951,
1706,"Walworth, WI",WISCONSIN,0.842826132,
1707,"Lincoln, MT",MONTANA,0.842802267,
1708,"Orange, VA",VIRGINIA,0.842796827,
1709,"Avery, NC",NORTHCAROLINA,0.842782793,
1710,"Murray, GA",GEORGIA,0.842768962,
1711,"Ontario, NY",NEWYORK,0.842714723,
1712,"Franklin, VA",VIRGINIA,0.842685151,
1713,"Lyman, SD",SOUTHDAKOTA,0.842684098,
1714,"Franklin, AR",ARKANSAS,0.84267003,
1715,"Kent, RI",RHODEISLAND,0.842663761,
1716,"Campbell, TN",TENNESSEE,0.842663354,
1717,"Mason, IL",ILLINOIS,0.842626573,
1718,"Middlesex, CT",CONNECTICUT,0.842604508,
1719,"Clark, KY",KENTUCKY,0.842572524,
1720,"Hancock, MS",MISSISSIPPI,0.84253717,
1721,"Seneca, NY",NEWYORK,0.842521089,
1722,"Morrill, NE",NEBRASKA,0.842495487,
1723,"Fayette, IL",ILLINOIS,0.842452739,
1724,"Buffalo, SD",SOUTHDAKOTA,0.842396819,
1725,"Manistee, MI",MICHIGAN,0.842344488,
1726,"Sheboygan, WI",WISCONSIN,0.842307376,
1727,"Page, IA",IOWA,0.842303794,
1728,"Clinton, NY",NEWYORK,0.842272415,
1729,"Stark, ND",NORTHDAKOTA,0.842226161,
1730,"Chautauqua, KS",KANSAS,0.842213312,
1731,"Cottonwood, MN",MINNESOTA,0.842199019,
1732,"Henry, IA",IOWA,0.842181458,
1733,"Echols, GA",GEORGIA,0.842096996,
1734,"Jefferson, WV",WESTVIRGINIA,0.842064438,
1735,"Cheatham, TN",TENNESSEE,0.842056596,
1736,"Jasper, MS",MISSISSIPPI,0.84204543,
1737,"Teton, ID",IDAHO,0.842015157,
1738,"Blair, PA",PENNSYLVANIA,0.841995541,
1739,"Dawes, NE",NEBRASKA,0.841979956,
1740,"McKean, PA",PENNSYLVANIA,0.841959681,
1741,"Dubuque, IA",IOWA,0.841902605,
1742,"Woods, OK",OKLAHOMA,0.841877762,
1743,"VanBuren, AR",ARKANSAS,0.841877141,
1744,"Waseca, MN",MINNESOTA,0.841869978,
1745,"St.Lawrence, NY",NEWYORK,0.841846982,
1746,"Pottawatomie, KS",KANSAS,0.841820893,
1747,"Schuyler, IL",ILLINOIS,0.841806946,
1748,"Sheridan, KS",KANSAS,0.841763852,
1749,"Dawson, MT",MONTANA,0.841754368,
1750,"Custer, MT",MONTANA,0.841727809,
1751,"Hettinger, ND",NORTHDAKOTA,0.841679125,
1752,"Boone, IA",IOWA,0.841597712,
1753,"Norton, KS",KANSAS,0.841578397,
1754,"Sherman, TX",TEXAS,0.841553264,
1755,"Grafton, NH",NEWHAMPSHIRE,0.841522762,
1756,"George, MS",MISSISSIPPI,0.841520355,
1757,"Warrick, IN",INDIANA,0.841513374,
1758,"Logan, AR",ARKANSAS,0.841512884,
1759,"Johnson, WY",WYOMING,0.841480624,
1760,"Franklin, TX",TEXAS,0.841435387,
1761,"NewKent, VA",VIRGINIA,0.841429972,
1762,"Campbell, KY",KENTUCKY,0.8413784,
1763,"Clearwater, MN",MINNESOTA,0.841278456,
1764,"Gallatin, KY",KENTUCKY,0.841257355,
1765,"Howard, MD",MARYLAND,0.841167949,
1766,"Saline, NE",NEBRASKA,0.841135408,
1767,"Somerset, NJ",NEWJERSEY,0.841119471,
1768,"Warren, VA",VIRGINIA,0.84107375,
1769,"Fannin, GA",GEORGIA,0.841066183,
1770,"Decatur, KS",KANSAS,0.84104702,
1771,"Meagher, MT",MONTANA,0.84103841,
1772,"Watauga, NC",NORTHCAROLINA,0.841035598,
1773,"Carlton, MN",MINNESOTA,0.841018013,
1774,"Mineral, WV",WESTVIRGINIA,0.840988357,
1775,"Douglas, WI",WISCONSIN,0.840926944,
1776,"Edwards, TX",TEXAS,0.840904439,
1777,"McHenry, IL",ILLINOIS,0.84086857,
1778,"Lewis, ID",IDAHO,0.84085623,
1779,"Barton, MO",MISSOURI,0.84083081,
1780,"Cache, UT",UTAH,0.84082838,
1781,"Ellis, OK",OKLAHOMA,0.840811605,
1782,"Adams, IA",IOWA,0.8407623,
1783,"Knox, NE",NEBRASKA,0.8407574,
1784,"Stone, MO",MISSOURI,0.840707912,
1785,"Cherry, NE",NEBRASKA,0.840648696,
1786,"Jennings, IN",INDIANA,0.8406253,
1787,"Chariton, MO",MISSOURI,0.840582101,
1788,"Macon, MO",MISSOURI,0.840562812,
1789,"Sterling, TX",TEXAS,0.840554173,
1790,"Perry, MS",MISSISSIPPI,0.840531216,
1791,"Corson, SD",SOUTHDAKOTA,0.840522472,
1792,"Jackson, SD",SOUTHDAKOTA,0.840471533,
1793,"Clarke, VA",VIRGINIA,0.840449915,
1794,"Wirt, WV",WESTVIRGINIA,0.840357407,
1795,"Marion, AL",ALABAMA,0.840275631,
1796,"Adams, PA",PENNSYLVANIA,0.840170901,
1797,"Pine, MN",MINNESOTA,0.840160214,
1798,"Caldwell, KY",KENTUCKY,0.840147449,
1799,"Lincoln, WV",WESTVIRGINIA,0.840119283,
1800,"Catoosa, GA",GEORGIA,0.840111651,
1801,"Sabine, TX",TEXAS,0.840107837,
1802,"Osage, KS",KANSAS,0.840099393,
1803,"Steele, MN",MINNESOTA,0.840082868,
1804,"Pike, MO",MISSOURI,0.840066141,
1805,"Trigg, KY",KENTUCKY,0.840037726,
1806,"Alfalfa, OK",OKLAHOMA,0.839950235,
1807,"Putnam, WV",WESTVIRGINIA,0.839939048,
1808,"Day, SD",SOUTHDAKOTA,0.839893477,
1809,"Irion, TX",TEXAS,0.839879652,
1810,"CerroGordo, IA",IOWA,0.839816235,
1811,"Ravalli, MT",MONTANA,0.839813277,
1812,"Logan, WV",WESTVIRGINIA,0.839806603,
1813,"Koochiching, MN",MINNESOTA,0.839803016,
1814,"Park, MT",MONTANA,0.839783037,
1815,"Brantley, GA",GEORGIA,0.839780888,
1816,"Currituck, NC",NORTHCAROLINA,0.839776525,
1817,"Midland, MI",MICHIGAN,0.839673162,
1818,"White, GA",GEORGIA,0.839672596,
1819,"Hancock, OH",OHIO,0.839669523,
1820,"Cherokee, KS",KANSAS,0.839657552,
1821,"Kalkaska, MI",MICHIGAN,0.839643665,
1822,"Strafford, NH",NEWHAMPSHIRE,0.839636615,
1823,"Washington, PA",PENNSYLVANIA,0.839589046,
1824,"Clay, NC",NORTHCAROLINA,0.839573264,
1825,"Genesee, NY",NEWYORK,0.8395551,
1826,"Lee, IL",ILLINOIS,0.839472673,
1827,"Crawford, MI",MICHIGAN,0.839468541,
1828,"Waushara, WI",WISCONSIN,0.839411575,
1829,"Berrien, GA",GEORGIA,0.839371223,
1830,"Cumberland, ME",MAINE,0.83936963,
1831,"Callahan, TX",TEXAS,0.839355341,
1832,"St.Joseph, MI",MICHIGAN,0.839336747,
1833,"Fluvanna, VA",VIRGINIA,0.839287354,
1834,"Boyd, KY",KENTUCKY,0.839282562,
1835,"Wayne, IL",ILLINOIS,0.839273585,
1836,"Madison, AR",ARKANSAS,0.839268594,
1837,"White, IL",ILLINOIS,0.839263073,
1838,"Mathews, VA",VIRGINIA,0.839219437,
1839,"Gray, KS",KANSAS,0.83920834,
1840,"Todd, MN",MINNESOTA,0.839195043,
1841,"Polk, TN",TENNESSEE,0.839141569,
1842,"Boundary, ID",IDAHO,0.839141066,
1843,"Benton, TN",TENNESSEE,0.839136239,
1844,"White, TN",TENNESSEE,0.839131666,
1845,"Tillamook, OR",OREGON,0.83911779,
1846,"Clarke, IA",IOWA,0.839068728,
1847,"Burnett, WI",WISCONSIN,0.839053737,
1848,"Miami, IN",INDIANA,0.838992213,
1849,"Greene, VA",VIRGINIA,0.83898935,
1850,"Harper, KS",KANSAS,0.838986818,
1851,"Woodford, KY",KENTUCKY,0.838984753,
1852,"Sarpy, NE",NEBRASKA,0.838964045,
1853,"Pipestone, MN",MINNESOTA,0.838947727,
1854,"Wabash, IL",ILLINOIS,0.838910809,
1855,"Davis, UT",UTAH,0.838903791,
1856,"Columbia, OR",OREGON,0.838903596,
1857,"Barbour, WV",WESTVIRGINIA,0.838824882,
1858,"Jackson, CO",COLORADO,0.838806917,
1859,"Daviess, IN",INDIANA,0.838758781,
1860,"Platte, NE",NEBRASKA,0.838753129,
1861,"Union, MS",MISSISSIPPI,0.838750429,
1862,"Meade, SD",SOUTHDAKOTA,0.838736152,
1863,"Montcalm, MI",MICHIGAN,0.838693412,
1864,"Marquette, MI",MICHIGAN,0.838683005,
1865,"Bond, IL",ILLINOIS,0.838642709,
1866,"RioBlanco, CO",COLORADO,0.838627843,
1867,"Chaffee, CO",COLORADO,0.838620758,
1868,"Carbon, MT",MONTANA,0.838610397,
1869,"Calloway, KY",KENTUCKY,0.838588604,
1870,"Searcy, AR",ARKANSAS,0.838544951,
1871,"Delta, MI",MICHIGAN,0.838543051,
1872,"Washington, AL",ALABAMA,0.83852458,
1873,"Marshall, IN",INDIANA,0.838510644,
1874,"Oconee, GA",GEORGIA,0.838476218,
1875,"Dunn, ND",NORTHDAKOTA,0.838444219,
1876,"Cheyenne, KS",KANSAS,0.838437079,
1877,"Marion, TN",TENNESSEE,0.838436823,
1878,"Mahaska, IA",IOWA,0.838428302,
1879,"Gloucester, VA",VIRGINIA,0.838422895,
1880,"Monroe, TN",TENNESSEE,0.838365634,
1881,"Alger, MI",MICHIGAN,0.838364622,
1882,"Simpson, KY",KENTUCKY,0.838364499,
1883,"Becker, MN",MINNESOTA,0.838357659,
1884,"Greene, IL",ILLINOIS,0.838346507,
1885,"Powell, MT",MONTANA,0.838319484,
1886,"Gallatin, MT",MONTANA,0.838299094,
1887,"Sanders, MT",MONTANA,0.8382386,
1888,"Androscoggin, ME",MAINE,0.838180815,
1889,"Fayette, IA",IOWA,0.838146155,
1890,"Niobrara, WY",WYOMING,0.838128245,
1891,"Briscoe, TX",TEXAS,0.838109324,
1892,"Shiawassee, MI",MICHIGAN,0.83810768,
1893,"DeKalb, TN",TENNESSEE,0.83806243,
1894,"Steuben, NY",NEWYORK,0.838054092,
1895,"Hardin, IL",ILLINOIS,0.838038048,
1896,"Musselshell, MT",MONTANA,0.838009444,
1897,"Ripley, MO",MISSOURI,0.838007127,
1898,"Madison, VA",VIRGINIA,0.838004462,
1899,"Oldham, TX",TEXAS,0.837986296,
1900,"Dewey, OK",OKLAHOMA,0.837968706,
1901,"Hanover, VA",VIRGINIA,0.837943587,
1902,"Smith, TN",TENNESSEE,0.837932117,
1903,"Shenandoah, VA",VIRGINIA,0.837923334,
1904,"Jefferson, OH",OHIO,0.83788834,
1905,"Forsyth, GA",GEORGIA,0.837871337,
1906,"Cuming, NE",NEBRASKA,0.837782258,
1907,"Fentress, TN",TENNESSEE,0.837749617,
1908,"Benson, ND",NORTHDAKOTA,0.837733026,
1909,"Scott, KY",KENTUCKY,0.837707219,
1910,"Cannon, TN",TENNESSEE,0.837695567,
1911,"Scott, AR",ARKANSAS,0.837682707,
1912,"GrandTraverse, MI",MICHIGAN,0.837652345,
1913,"Hardin, IA",IOWA,0.837647794,
1914,"YellowMedicine, MN",MINNESOTA,0.837630935,
1915,"Monroe, WI",WISCONSIN,0.83762881,
1916,"Jackson, TN",TENNESSEE,0.83758186,
1917,"Kennebec, ME",MAINE,0.837563441,
1918,"Miami, KS",KANSAS,0.837497286,
1919,"Holmes, MS",MISSISSIPPI,0.837469006,
1920,"Overton, TN",TENNESSEE,0.837465322,
1921,"Cass, MI",MICHIGAN,0.837452958,
1922,"Warren, NY",NEWYORK,0.837451784,
1923,"Teller, CO",COLORADO,0.837435322,
1924,"Wayne, PA",PENNSYLVANIA,0.837376448,
1925,"Wyoming, WV",WESTVIRGINIA,0.837375949,
1926,"HotSprings, WY",WYOMING,0.837365367,
1927,"Laclede, MO",MISSOURI,0.837291841,
1928,"Clay, TN",TENNESSEE,0.837281611,
1929,"Warren, IA",IOWA,0.837274872,
1930,"Summers, WV",WESTVIRGINIA,0.837233029,
1931,"Clatsop, OR",OREGON,0.837178382,
1932,"Clearwater, ID",IDAHO,0.83717492,
1933,"Richland, IL",ILLINOIS,0.83715572,
1934,"Claiborne, MS",MISSISSIPPI,0.837150804,
1935,"Wyoming, NY",NEWYORK,0.837117215,
1936,"Camden, MO",MISSOURI,0.837100045,
1937,"Essex, NY",NEWYORK,0.837051272,
1938,"Maries, MO",MISSOURI,0.837023549,
1939,"Bledsoe, TN",TENNESSEE,0.837019674,
1940,"Appanoose, IA",IOWA,0.837013055,
1941,"Kosciusko, IN",INDIANA,0.837012448,
1942,"Greene, AR",ARKANSAS,0.837000781,
1943,"Lawrence, SD",SOUTHDAKOTA,0.836985169,
1944,"Ogemaw, MI",MICHIGAN,0.836920519,
1945,"Beaverhead, MT",MONTANA,0.83689724,
1946,"Tazewell, IL",ILLINOIS,0.836844308,
1947,"Tuscola, MI",MICHIGAN,0.836833008,
1948,"Greene, MS",MISSISSIPPI,0.836818398,
1949,"Phillips, KS",KANSAS,0.836806116,
1950,"Wood, OH",OHIO,0.836804442,
1951,"Ray, MO",MISSOURI,0.836715115,
1952,"St.Charles, MO",MISSOURI,0.836699115,
1953,"Louisa, IA",IOWA,0.83669522,
1954,"Throckmorton, TX",TEXAS,0.836677784,
1955,"Archer, TX",TEXAS,0.836670165,
1956,"Oswego, NY",NEWYORK,0.836665811,
1957,"Shawano, WI",WISCONSIN,0.836659317,
1958,"Ashtabula, OH",OHIO,0.836654897,
1959,"Cherokee, NC",NORTHCAROLINA,0.836642024,
1960,"Montgomery, IA",IOWA,0.836638504,
1961,"Hodgeman, KS",KANSAS,0.836598765,
1962,"Athens, OH",OHIO,0.836579542,
1963,"Traverse, MN",MINNESOTA,0.836557218,
1964,"Barnes, ND",NORTHDAKOTA,0.836552607,
1965,"Valley, ID",IDAHO,0.836551481,
1966,"Izard, AR",ARKANSAS,0.836546194,
1967,"Grayson, VA",VIRGINIA,0.836542508,
1968,"Glascock, GA",GEORGIA,0.836539839,
1969,"Pickens, GA",GEORGIA,0.836537519,
1970,"Webster, KY",KENTUCKY,0.836521176,
1971,"McCone, MT",MONTANA,0.836521087,
1972,"Coke, TX",TEXAS,0.836518342,
1973,"Livingston, NY",NEWYORK,0.836516288,
1974,"St.Clair, MO",MISSOURI,0.836509102,
1975,"Toole, MT",MONTANA,0.836456802,
1976,"Hendricks, IN",INDIANA,0.836445972,
1977,"Kimball, NE",NEBRASKA,0.836441085,
1978,"Carter, TN",TENNESSEE,0.836437172,
1979,"Hickman, KY",KENTUCKY,0.836436756,
1980,"Llano, TX",TEXAS,0.836405267,
1981,"Cortland, NY",NEWYORK,0.836371767,
1982,"Dent, MO",MISSOURI,0.836358599,
1983,"Wahkiakum, WA",WASHINGTON,0.8363559,
1984,"Floyd, IA",IOWA,0.836340014,
1985,"Ogle, IL",ILLINOIS,0.836259215,
1986,"Ste.Genevieve, MO",MISSOURI,0.836229907,
1987,"White, IN",INDIANA,0.836192064,
1988,"Portage, WI",WISCONSIN,0.836186854,
1989,"Lawrence, OH",OHIO,0.836133824,
1990,"Barren, KY",KENTUCKY,0.836118768,
1991,"Sauk, WI",WISCONSIN,0.836103734,
1992,"Juneau, WI",WISCONSIN,0.836086097,
1993,"Putnam, NY",NEWYORK,0.836075464,
1994,"Fulton, NY",NEWYORK,0.836033245,
1995,"Wright, MO",MISSOURI,0.836019428,
1996,"Chattooga, GA",GEORGIA,0.836012347,
1997,"Marathon, WI",WISCONSIN,0.836010461,
1998,"Ozark, MO",MISSOURI,0.835991632,
1999,"Tazewell, VA",VIRGINIA,0.835991098,
2000,"Scioto, OH",OHIO,0.835922228,
2001,"Codington, SD",SOUTHDAKOTA,0.835885231,
2002,"Gallia, OH",OHIO,0.835884594,
2003,"BearLake, ID",IDAHO,0.835855344,
2004,"Clinton, MI",MICHIGAN,0.835820845,
2005,"Wheeler, OR",OREGON,0.835810712,
2006,"Alleghany, NC",NORTHCAROLINA,0.835805136,
2007,"Emmet, MI",MICHIGAN,0.835719337,
2008,"Cass, IA",IOWA,0.835699972,
2009,"Tolland, CT",CONNECTICUT,0.835647146,
2010,"Monona, IA",IOWA,0.835640427,
2011,"Garfield, WA",WASHINGTON,0.835630264,
2012,"Clay, KS",KANSAS,0.835596548,
2013,"Anderson, KS",KANSAS,0.835581656,
2014,"Bennington, VT",VERMONT,0.835543716,
2015,"Wexford, MI",MICHIGAN,0.835471565,
2016,"Converse, WY",WYOMING,0.835461223,
2017,"Grundy, IL",ILLINOIS,0.835389649,
2018,"Pike, GA",GEORGIA,0.835385226,
2019,"Madison, NC",NORTHCAROLINA,0.835351926,
2020,"Greenwood, KS",KANSAS,0.835319173,
2021,"Lawrence, IL",ILLINOIS,0.835284218,
2022,"Macoupin, IL",ILLINOIS,0.835273918,
2023,"Clinton, IL",ILLINOIS,0.835268698,
2024,"Franklin, ID",IDAHO,0.835267403,
2025,"Keith, NE",NEBRASKA,0.835196691,
2026,"Allegan, MI",MICHIGAN,0.835180209,
2027,"Portage, OH",OHIO,0.835131273,
2028,"Dickinson, KS",KANSAS,0.835105679,
2029,"Sheridan, WY",WYOMING,0.83510127,
2030,"Westmoreland, PA",PENNSYLVANIA,0.835062943,
2031,"Columbia, PA",PENNSYLVANIA,0.835059561,
2032,"Jefferson, ID",IDAHO,0.835024041,
2033,"Garrett, MD",MARYLAND,0.834984357,
2034,"O'Brien, IA",IOWA,0.834974652,
2035,"Livingston, MO",MISSOURI,0.834970636,
2036,"Smith, MS",MISSISSIPPI,0.834934813,
2037,"Aurora, SD",SOUTHDAKOTA,0.834909695,
2038,"York, NE",NEBRASKA,0.834894256,
2039,"Carroll, MO",MISSOURI,0.83484505,
2040,"Warren, PA",PENNSYLVANIA,0.834787662,
2041,"Snyder, PA",PENNSYLVANIA,0.834745847,
2042,"Lawrence, IN",INDIANA,0.834741502,
2043,"Kiowa, KS",KANSAS,0.834665873,
2044,"RedWillow, NE",NEBRASKA,0.834645523,
2045,"Nemaha, NE",NEBRASKA,0.834626512,
2046,"Cheyenne, NE",NEBRASKA,0.834622739,
2047,"Coos, NH",NEWHAMPSHIRE,0.834621574,
2048,"Ashe, NC",NORTHCAROLINA,0.83460234,
2049,"Litchfield, CT",CONNECTICUT,0.834594974,
2050,"Linn, MO",MISSOURI,0.834590301,
2051,"Lafayette, MO",MISSOURI,0.834586583,
2052,"Allamakee, IA",IOWA,0.834577179,
2053,"PaloAlto, IA",IOWA,0.834555273,
2054,"BoxElder, UT",UTAH,0.83450756,
2055,"Stone, AR",ARKANSAS,0.83447379,
2056,"QueenAnne's, MD",MARYLAND,0.834470769,
2057,"Allegany, NY",NEWYORK,0.834465507,
2058,"Herkimer, NY",NEWYORK,0.834438151,
2059,"Sioux, IA",IOWA,0.83443358,
2060,"Schley, GA",GEORGIA,0.834423178,
2061,"Clare, MI",MICHIGAN,0.83441305,
2062,"Spink, SD",SOUTHDAKOTA,0.834349375,
2063,"CrowWing, MN",MINNESOTA,0.834337929,
2064,"Washington, MO",MISSOURI,0.834315841,
2065,"Summit, CO",COLORADO,0.834309484,
2066,"Boone, KY",KENTUCKY,0.834306121,
2067,"Wayne, WV",WESTVIRGINIA,0.834293677,
2068,"Morris, NJ",NEWJERSEY,0.83428553,
2069,"Wayne, NY",NEWYORK,0.834253884,
2070,"Gregory, SD",SOUTHDAKOTA,0.834234713,
2071,"Benton, MN",MINNESOTA,0.834224784,
2072,"Broadwater, MT",MONTANA,0.834220889,
2073,"Grundy, MO",MISSOURI,0.834216469,
2074,"Penobscot, ME",MAINE,0.834212285,
2075,"Adair, KY",KENTUCKY,0.834137698,
2076,"Clark, KS",KANSAS,0.834105566,
2077,"Stewart, TN",TENNESSEE,0.834067178,
2078,"Fauquier, VA",VIRGINIA,0.834057502,
2079,"Henry, OH",OHIO,0.834017032,
2080,"SanJuan, WA",WASHINGTON,0.83401456,
2081,"DeKalb, MO",MISSOURI,0.833998073,
2082,"McLean, ND",NORTHDAKOTA,0.833946793,
2083,"Lee, VA",VIRGINIA,0.833925665,
2084,"Fayette, OH",OHIO,0.83392502,
2085,"Curry, OR",OREGON,0.833924705,
2086,"Houghton, MI",MICHIGAN,0.833923464,
2087,"Pitkin, CO",COLORADO,0.833896971,
2088,"Gogebic, MI",MICHIGAN,0.833871111,
2089,"Union, IA",IOWA,0.833862506,
2090,"Rutland, VT",VERMONT,0.833826869,
2091,"Bedford, VA",VIRGINIA,0.833775717,
2092,"Linn, KS",KANSAS,0.833774583,
2093,"Rappahannock, VA",VIRGINIA,0.833762272,
2094,"Warren, OH",OHIO,0.833741933,
2095,"Nodaway, MO",MISSOURI,0.833738714,
2096,"Wallace, KS",KANSAS,0.833736336,
2097,"Christian, MO",MISSOURI,0.833724438,
2098,"Cleburne, AR",ARKANSAS,0.83372145,
2099,"Dundy, NE",NEBRASKA,0.83370825,
2100,"Twiggs, GA",GEORGIA,0.833692572,
2101,"Meade, KY",KENTUCKY,0.833655449,
2102,"Seneca, OH",OHIO,0.833638803,
2103,"Gage, NE",NEBRASKA,0.833538689,
2104,"Morris, KS",KANSAS,0.833398301,
2105,"Kanabec, MN",MINNESOTA,0.833389145,
2106,"Greenbrier, WV",WESTVIRGINIA,0.83337978,
2107,"Walker, GA",GEORGIA,0.833366925,
2108,"Texas, MO",MISSOURI,0.83335143,
2109,"Caledonia, VT",VERMONT,0.833345951,
2110,"Guernsey, OH",OHIO,0.833328985,
2111,"Jefferson, WI",WISCONSIN,0.833325771,
2112,"Issaquena, MS",MISSISSIPPI,0.833288142,
2113,"Moniteau, MO",MISSOURI,0.83326932,
2114,"Carroll, MD",MARYLAND,0.833269076,
2115,"Faribault, MN",MINNESOTA,0.833264336,
2116,"Harney, OR",OREGON,0.833263117,
2117,"Piscataquis, ME",MAINE,0.833254984,
2118,"Martin, MN",MINNESOTA,0.833248202,
2119,"Lincoln, MO",MISSOURI,0.833232804,
